DATE,AB,BC,Kavik,MB,NB,NL-Land,NL-OS,NWT,NS-Land,NS-OS,ON-Land,ON-OS,QC,SK
2016-12-23,164,23,0,2,0,0,1,0,0,0,0,0,0,34
2016-12-30,122,21,0,0,0,0,1,0,0,0,0,0,0,13
2017-01-06,150,24,0,3,0,0,1,0,0,0,0,0,0,27
2017-01-13,220,29,0,11,0,0,1,0,0,1,0,0,0,53
2017-01-20,247,30,0,11,0,0,1,0,0,0,0,0,0,53
2017-01-27,249,31,0,11,0,0,0,0,0,0,0,0,0,54
2017-02-03,247,30,0,11,0,0,1,0,0,0,0,0,0,54
2017-02-10,246,32,0,10,0,0,2,0,0,0,0,0,0,62
2017-02-17,232,29,0,12,0,0,1,0,0,0,0,0,0,57
2017-02-24,234,32,0,12,0,0,2,0,0,0,0,0,0,61
2017-03-03,227,32,0,10,0,0,1,0,0,0,0,0,0,65
2017-03-10,218,32,0,5,0,0,1,0,0,0,0,0,0,59
2017-03-17,190,31,0,5,0,0,1,0,0,0,0,0,0,49
2017-03-24,145,29,0,1,0,0,1,0,0,0,0,0,0,9
2017-03-31,123,28,0,0,0,0,1,0,0,0,0,0,0,3
